id,order,genus,Epitet,Sp name,Complete name
454,RODENTIA,Galea,flavidens,Galea flavidens,"G. flavidens (Brandt, 1835) 1"
455,RODENTIA,Galea,spixii,Galea spixii,"G. spixii (Wagler, 1831)"
256,CARNIVORA,Galictis,cuja,Galictis cuja,"G. cuja (Molina, 1782)"
257,CARNIVORA,Galictis,vittata,Galictis vittata,"G. vittata (Schreber, 1776)"
86,CETACEA,Globicephala,macrorhynchus,Globicephala macrorhynchus,"G. macrorhynchus Gray, 1846"
87,CETACEA,Globicephala,melas,Globicephala melas,"G. melas (Traill, 1809)"
352,CHIROPTERA,Glossophaga,commissarisi,Glossophaga commissarisi,"G. commissarisi Gardner, 1962 12"
353,CHIROPTERA,Glossophaga,longirostris,Glossophaga longirostris,"G. longirostris Miller, 1898 13"
354,CHIROPTERA,Glossophaga,soricina,Glossophaga soricina,"G. soricina (Pallas, 1766)"
355,CHIROPTERA,Glyphonycteris,behnii,Glyphonycteris behnii,"G. behnii (Peters, 1865)"
356,CHIROPTERA,Glyphonycteris,daviesi,Glyphonycteris daviesi,"G. daviesi (Hill, 1965)"
357,CHIROPTERA,Glyphonycteris,sylvestris,Glyphonycteris sylvestris,"G. sylvestris (Thomas, 1896)"
88,CETACEA,Grampus,griseus,Grampus griseus,"G. griseus (G. Cuvier, 1812)"
682,RODENTIA,Guerlinguetus,aestuans,Guerlinguetus aestuans,"G. aestuans (Linnaeus, 1766)"
683,RODENTIA,Guerlinguetus,alphonsei,Guerlinguetus alphonsei,"G. alphonsei (Thomas, 1906) 34"
684,RODENTIA,Guerlinguetus,gilvigularis,Guerlinguetus gilvigularis,"G. gilvigularis (Wagner, 1842)"
685,RODENTIA,Guerlinguetus,henseli,Guerlinguetus henseli,"G. henseli (Miranda-Ribeiro, 1941) 34"
686,RODENTIA,Guerlinguetus,ignitus,Guerlinguetus ignitus,"G. ignitus (Gray, 1867)"
687,RODENTIA,Guerlinguetus,ingrami,Guerlinguetus ingrami,"G. ingrami (Thomas, 1901) 34"
688,RODENTIA,Guerlinguetus,poaiae,Guerlinguetus poaiae,"G. poaiae Moojen, 1942 34"
499,RODENTIA,Gyldenstolpia,fronto,Gyldenstolpia fronto,"G. fronto (Winge, 1887)"
500,RODENTIA,Gyldenstolpia,planaltensis,Gyldenstolpia planaltensis,"G. planaltensis (Ávila-Pires, 1972)"
427,CHIROPTERA,Histiotus,alienus,Histiotus alienus,"H. alienus Thomas, 1916 17"
428,CHIROPTERA,Histiotus,laephotis,Histiotus laephotis,"H. laephotis Thomas, 1916 18"
429,CHIROPTERA,Histiotus,macrotus,Histiotus macrotus,"H. macrotus (Poeppig, 1835) 19"
430,CHIROPTERA,Histiotus,montanus,Histiotus montanus,"H. montanus (Philippi & Landbeck, 1861)"
431,CHIROPTERA,Histiotus,velatus,Histiotus velatus,"H. velatus (I. Geoffroy, 1824)"
501,RODENTIA,Holochilus,brasiliensis,Holochilus brasiliensis,"H. brasiliensis (Desmarest, 1819)"
502,RODENTIA,Holochilus,chacarius,Holochilus chacarius,"H. chacarius Thomas, 1906"
503,RODENTIA,Holochilus,sciureus,Holochilus sciureus,"H. sciureus Wagner, 1842"
504,RODENTIA,Holochilus,vulpinus,Holochilus vulpinus,"H. vulpinus (Brants, 1827) 3"
456,RODENTIA,Hydrochoerus,hydrochaeris,Hydrochoerus hydrochaeris,"H. hydrochaeris (Linnaeus, 1766)"
268,CARNIVORA,Hydrurga,leptonyx,Hydrurga leptonyx,"H. leptonyx (Blainville, 1820)"
1,DIDELPHIMORPHIA,Hyladelphys ,kalinowskii,Hyladelphys  kalinowskii,"H. kalinowskii (Hershkovitz, 1992) 2"
505,RODENTIA,Hylaeamys,acritus,Hylaeamys acritus,"H. acritus (Emmons & Patton, 2005) 4"
506,RODENTIA,Hylaeamys,laticeps,Hylaeamys laticeps,"H. laticeps (Lund, 1840)"
507,RODENTIA,Hylaeamys,megacephalus,Hylaeamys megacephalus,"H. megacephalus (G. Fischer, 1814)"
508,RODENTIA,Hylaeamys,oniscus,Hylaeamys oniscus,"H. oniscus (Thomas, 1904) 5"
509,RODENTIA,Hylaeamys,perenensis,Hylaeamys perenensis,"H. perenensis (J. A. Allen, 1901)"
510,RODENTIA,Hylaeamys,yunganus,Hylaeamys yunganus,"H. yunganus (Thomas, 1902)"
112,CETACEA,Hyperoodon,planifrons,Hyperoodon planifrons,"H. planifrons Flower, 1882"
104,CETACEA,Inia,geoffrensis,Inia geoffrensis,"I. geoffrensis (Blainville, 1817)"
618,RODENTIA,Isothrix,bistriata,Isothrix bistriata,"I. bistriata Wagner, 1845"
619,RODENTIA,Isothrix,negrensis,Isothrix negrensis,"I. negrensis Thomas, 1920"
620,RODENTIA,Isothrix,pagurus,Isothrix pagurus,"I. pagurus Wagner, 1845"
511,RODENTIA,Juliomys,ossitenuis,Juliomys ossitenuis,"J. ossitenuis Costa, Pavan, Leite & Fagundes, 2007"
512,RODENTIA,Juliomys,pictipes,Juliomys pictipes,"J. pictipes (Osgood, 1933)"
513,RODENTIA,Juliomys,rimofrons,Juliomys rimofrons,"J. rimofrons Oliveira & Bonvicino, 2002"
514,RODENTIA,Juscelinomys,candango,Juscelinomys candango,"J. candango Moojen, 1965 6"
621,RODENTIA,Kannabateomys,amblyonyx,Kannabateomys amblyonyx,"K. amblyonyx (Wagner, 1845)"
457,RODENTIA,Kerodon,acrobata,Kerodon acrobata,"K. acrobata Moojen, Locks & Langguth, 1997"
458,RODENTIA,Kerodon,rupestris,Kerodon rupestris,"K. rupestris (Wied-Neuwied, 1820)"
105,CETACEA,Kogia,breviceps,Kogia breviceps,"K. breviceps (Blainville, 1838)"
106,CETACEA,Kogia,sima,Kogia sima,"K. sima (Owen, 1866)"
515,RODENTIA,Kunsia,tomentosus,Kunsia tomentosus,"K. tomentosus (Lichtenstein, 1830)"
89,CETACEA,Lagenodelphis,hosei,Lagenodelphis hosei,"L. hosei Fraser, 1956 7"
90,CETACEA,Lagenorhynchus,australis,Lagenorhynchus australis,"L. australis (Peale, 1848) 4"
142,PRIMATES,Lagothrix,cana,Lagothrix cana,"L. cana (É. Geoffroy, 1812)"
143,PRIMATES,Lagothrix,lagothricha,Lagothrix lagothricha,"L. lagothricha (Humboldt, 1812)"
144,PRIMATES,Lagothrix,poeppigii,Lagothrix poeppigii,"L. poeppigii Schinz, 1844"
358,CHIROPTERA,Lampronycteris,brachyotis,Lampronycteris brachyotis,"L. brachyotis (Dobson, 1879)"
432,CHIROPTERA,Lasiurus,blossevilli,Lasiurus blossevilli,"L. blossevilli (Lesson & Garnot, 1826)"
433,CHIROPTERA,Lasiurus,castaneus,Lasiurus castaneus,"L. castaneus Handley, 1960"
434,CHIROPTERA,Lasiurus,cinereus,Lasiurus cinereus,"L. cinereus (Palisot de Beauvois, 1796)"
435,CHIROPTERA,Lasiurus,ebenus,Lasiurus ebenus,"L. ebenus Fazzolari-Corrêa, 1994"
436,CHIROPTERA,Lasiurus,ega,Lasiurus ega,"L. ega (Gervais, 1856)"
437,CHIROPTERA,Lasiurus,egregius,Lasiurus egregius,"L. egregius (Peters, 1870)"
154,PRIMATES,Leontopithecus,caissara,Leontopithecus caissara,"L. caissara Lorini & Persson, 1990"
155,PRIMATES,Leontopithecus,chrysomelas,Leontopithecus chrysomelas,"L. chrysomelas (Kuhl, 1820)"
156,PRIMATES,Leontopithecus,chrysopygus,Leontopithecus chrysopygus,"L. chrysopygus (Mikan, 1823)"
157,PRIMATES,Leontopithecus,rosalia,Leontopithecus rosalia,"L. rosalia (Linnaeus, 1766)"
244,CARNIVORA,Leopardus,braccatus,Leopardus braccatus,"L. braccatus (Cope, 1889) 1"
245,CARNIVORA,Leopardus,geoffroyi,Leopardus geoffroyi,"L. geoffroyi (d’Orbigny & Gervais, 1844)"
246,CARNIVORA,Leopardus,pardalis,Leopardus pardalis,"L. pardalis (Linnaeus, 1758)"
247,CARNIVORA,Leopardus,pardalis,Leopardus pardalis,"L. pardalis (Linnaeus, 1758)"
248,CARNIVORA,Leopardus,tigrinus,Leopardus tigrinus,"L. tigrinus (Schreber, 1775)"
249,CARNIVORA,Leopardus,wiedii,Leopardus wiedii,"L. wiedii (Schinz, 1821)"
359,CHIROPTERA,Lichonycteris,degener,Lichonycteris degener,"L. degener Miller, 1831"
360,CHIROPTERA,Lionycteris,spurrelli,Lionycteris spurrelli,"L. spurrelli Thomas, 1913"
91,CETACEA,Lissodelphis,peronii,Lissodelphis peronii,"L. peronii (Lacépède, 1804)"
269,CARNIVORA,Lobodon,carcinophaga,Lobodon carcinophaga,"L. carcinophaga (Hombron & Jacquinot, 1842)"
361,CHIROPTERA,Lonchophylla,bokermanni,Lonchophylla bokermanni,"L. bokermanni Sazima, Vizotto & Taddei, 1978 "
362,CHIROPTERA,Lonchophylla,dekeyseri,Lonchophylla dekeyseri,"L. dekeyseri Taddei, Vizotto & Sazima, 1983"
363,CHIROPTERA,Lonchophylla,mordax,Lonchophylla mordax,"L. mordax Thomas, 1903"
364,CHIROPTERA,Lonchophylla,thomasi,Lonchophylla thomasi,"L. thomasi J. A. Allen, 1904"
365,CHIROPTERA,Lonchorhina,aurita,Lonchorhina aurita,"L. aurita Tomes, 1863"
366,CHIROPTERA,Lonchorhina,inusitata,Lonchorhina inusitata,"L. inusitata Handley & Ochoa, 1997 14"
622,RODENTIA,Lonchothrix,emiliae,Lonchothrix emiliae,"L. emiliae Thomas, 1920"
258,CARNIVORA,Lontra,longicaudis,Lontra longicaudis,"L. longicaudis (Olfers, 1818)"
367,CHIROPTERA,Lophostoma,brasiliense,Lophostoma brasiliense,"L. brasiliense Peters, 1867"
368,CHIROPTERA,Lophostoma,carrikeri,Lophostoma carrikeri,"L. carrikeri (J. A. Allen, 1910) 15"
369,CHIROPTERA,Lophostoma,schulzi,Lophostoma schulzi,"L. schulzi (Genoways & Williams, 1980)"
370,CHIROPTERA,Lophostoma,silvicolum,Lophostoma silvicolum,"L. silvicolum d’Orbigny, 1836"
516,RODENTIA,Lundomys,molitor,Lundomys molitor,"L. molitor (Winge, 1887)"
2,DIDELPHIMORPHIA,Lutreolina,crassicaudata,Lutreolina crassicaudata,"L. crassicaudata (Desmarest, 1804)"
241,CARNIVORA,Lycalopex,gymnocercus,Lycalopex gymnocercus,"L. gymnocercus (G. Fischer, 1814)"
242,CARNIVORA,Lycalopex,vetulus,Lycalopex vetulus,"L. vetulus (Lund, 1842)"
371,CHIROPTERA,Macrophyllum,macrophyllum,Macrophyllum macrophyllum,"M. macrophyllum (Schinz, 1821)"
623,RODENTIA,Makalata,didelphoides,Makalata didelphoides,"M. didelphoides (Desmarest, 1817)"
624,RODENTIA,Makalata,macrura,Makalata macrura,"M. macrura (Wagner, 1842)"
625,RODENTIA,Makalata,obscura,Makalata obscura,"M. obscura (Wagner, 1840) 22"
3,DIDELPHIMORPHIA,Marmosa,lepida,Marmosa lepida,"M. lepida (Thomas, 1888)"
4,DIDELPHIMORPHIA,Marmosa,murina,Marmosa murina,"M. murina (Linnaeus, 1758)"
5,DIDELPHIMORPHIA,Marmosop,bishopi,Marmosop bishopi,"M. bishopi (Pine, 1981)"
6,DIDELPHIMORPHIA,Marmosop,impavidus,Marmosop impavidus,"M. impavidus (Tschudi, 1844)"
7,DIDELPHIMORPHIA,Marmosop,incanus,Marmosop incanus,"M. incanus (Lund, 1840)"
8,DIDELPHIMORPHIA,Marmosop,neblina,Marmosop neblina,"M. neblina Gardner, 1989"
9,DIDELPHIMORPHIA,Marmosop,noctivagus,Marmosop noctivagus,"M. noctivagus (Tschudi, 1845)"
10,DIDELPHIMORPHIA,Marmosop,ocellatus,Marmosop ocellatus,"M. ocellatus (Tate, 1931) 1"
11,DIDELPHIMORPHIA,Marmosop,parvidens,Marmosop parvidens,"M. parvidens (Tate, 1931)"
12,DIDELPHIMORPHIA,Marmosop,paulensis,Marmosop paulensis,"M. paulensis (Tate, 1931) "
13,DIDELPHIMORPHIA,Marmosop,pinheroi,Marmosop pinheroi,"M. pinheroi (Pine, 1981)"
63,ARTIODACTYLA,Mazama,americana,Mazama americana,"M. americana (Erxleben, 1777)"
64,ARTIODACTYLA,Mazama,bororo,Mazama bororo,"M. bororo Duarte, 1996 1"
65,ARTIODACTYLA,Mazama,gouazoubira,Mazama gouazoubira,"M. gouazoubira (G. Fischer, 1814) 2"
66,ARTIODACTYLA,Mazama,nana,Mazama nana,"M. nana (Hensel, 1872)"
67,ARTIODACTYLA,Mazama,nemorivaga,Mazama nemorivaga,"M. nemorivaga (F. Cuvier, 1817) 3"
82,CETACEA,Megaptera,novaeangliae,Megaptera novaeangliae,"M. novaeangliae (Borowski, 1781)"
626,RODENTIA,Mesomys,hispidus,Mesomys hispidus,"M. hispidus (Desmarest, 1817)"
627,RODENTIA,Mesomys,occultus,Mesomys occultus,"M. occultus Patton, da Silva & Malcolm, 2000"
628,RODENTIA,Mesomys,stimulax,Mesomys stimulax,"M. stimulax Thomas, 1911"
372,CHIROPTERA,Mesophylla,macconnelli,Mesophylla macconnelli,"M. macconnelli (Thomas, 1901)"
113,CETACEA,Mesoplodon,densirostris,Mesoplodon densirostris,"M. densirostris (Blainville, 1817) 11"
114,CETACEA,Mesoplodon,europaeus,Mesoplodon europaeus,"M. europaeus (Gervais, 1855) 12"
115,CETACEA,Mesoplodon,grayi,Mesoplodon grayi,"M. grayi von Haast, 1876 13"
116,CETACEA,Mesoplodon,hectori,Mesoplodon hectori,"M. hectori (Gray, 1871)"
117,CETACEA,Mesoplodon,layardii,Mesoplodon layardii,"M. layardii (Gray, 1865) 4"
118,CETACEA,Mesoplodon,mirus,Mesoplodon mirus,"M. mirus True, 1913 14"
14,DIDELPHIMORPHIA,Metachirus,nudicaudatus,Metachirus nudicaudatus,"M. nudicaudatus (Desmarest, 1817)"
158,PRIMATES,Mico,acariensis,Mico acariensis,"M. acariensis (M. G. M. van Roosmalen, T. van Roosmalen, Mittermeier & Rylands, 2000)"
159,PRIMATES,Mico,argentatus,Mico argentatus,"M. argentatus (Linnaeus, 1771)"
160,PRIMATES,Mico,chrysoleucos,Mico chrysoleucos,"M. chrysoleucos (Wagner, 1842)"
161,PRIMATES,Mico,emiliae,Mico emiliae,"M. emiliae (Thomas, 1920)"
162,PRIMATES,Mico,humeralifer,Mico humeralifer,"M. humeralifer (É. Geoffroy, 1812)"
163,PRIMATES,Mico,intermedius,Mico intermedius,"M. intermedius (Hershkovitz, 1977)"
164,PRIMATES,Mico,leucippe,Mico leucippe,"M. leucippe (Thomas, 1922)"
165,PRIMATES,Mico,manicorensis,Mico manicorensis,"M. manicorensis (M. G. M. van Roosmalen, T. van Roosmalen, Mittermeier & Rylands, 2000)"
166,PRIMATES,Mico,marcai,Mico marcai,"M. marcai (Alperin, 1993)"
167,PRIMATES,Mico,mauesi,Mico mauesi,"M. mauesi (Mittermeier, M. Schwarz & Ayres, 1992)"
168,PRIMATES,Mico,melanurus,Mico melanurus,"M. melanurus (É. Geoffroy, 1812)"
169,PRIMATES,Mico,nigriceps,Mico nigriceps,"M. nigriceps (Ferrari & Lopes, 1992)"
170,PRIMATES,Mico,rondoni,Mico rondoni,"M. rondoni Ferrari, Sena, Schneider & Silva Junior, 2010"
171,PRIMATES,Mico,saterei,Mico saterei,"M. saterei (Silva Junior & Noronha, 1998)"
15,DIDELPHIMORPHIA,Micoureus,constantiae,Micoureus constantiae,"M. constantiae (Thomas, 1904)"
16,DIDELPHIMORPHIA,Micoureus,demerarae,Micoureus demerarae,"M. demerarae (Thomas, 1905)"
17,DIDELPHIMORPHIA,Micoureus,paraguayanus,Micoureus paraguayanus,"M. paraguayanus (Tate, 1931)"
18,DIDELPHIMORPHIA,Micoureus,regina,Micoureus regina,"M. regina (Thomas, 1898)"
517,RODENTIA,Microakodontomys,transitorius,Microakodontomys transitorius,"M. transitorius Hershkovitz, 1993"
373,CHIROPTERA,Micronycteris,brosseti,Micronycteris brosseti,"M. brosseti Simmons & Voss, 1998"
374,CHIROPTERA,Micronycteris,hirsuta,Micronycteris hirsuta,"M. hirsuta (Peters, 1869)"
375,CHIROPTERA,Micronycteris,homezi,Micronycteris homezi,"M. homezi Pirlot, 1967"
376,CHIROPTERA,Micronycteris,megalotis,Micronycteris megalotis,"M. megalotis (Gray, 1842)"
377,CHIROPTERA,Micronycteris,microtis,Micronycteris microtis,"M. microtis Miller, 1898"
378,CHIROPTERA,Micronycteris,minuta,Micronycteris minuta,"M. minuta (Gervais, 1856)"
379,CHIROPTERA,Micronycteris,sanborni,Micronycteris sanborni,"M. sanborni Simmons, 1996"
380,CHIROPTERA,Micronycteris,schmidtorum,Micronycteris schmidtorum,"M. schmidtorum (Sanborn, 1935)"
689,RODENTIA,Microsciurus,flaviventer,Microsciurus flaviventer,"M. flaviventer (Gray, 1867)"
381,CHIROPTERA,Mimon,bennettii,Mimon bennettii,"M. bennettii (Gray, 1838)"
382,CHIROPTERA,Mimon,crenulatum,Mimon crenulatum,"M. crenulatum (É. Geoffroy, 1803)"
270,CARNIVORA,Mirounga,leonina,Mirounga leonina,"M. leonina (Linnaeus, 1758)"
306,CHIROPTERA,Molossops,neglectus,Molossops neglectus,M. neglectus Williams & Genoways 1980
307,CHIROPTERA,Molossops,temminckii,Molossops temminckii,"M. temminckii (Burmeister, 1854)"
308,CHIROPTERA,Molossus,coibensis,Molossus coibensis,"M. coibensis J. A. Allen, 1904 3"
309,CHIROPTERA,Molossus,currentium,Molossus currentium,"M. currentium Thomas, 1901 4"
310,CHIROPTERA,Molossus,molossus,Molossus molossus,"M. molossus (Pallas, 1766)"
311,CHIROPTERA,Molossus,pretiosus,Molossus pretiosus,"M. pretiosus Miller, 1902 5"
312,CHIROPTERA,Molossus,rufus,Molossus rufus,"M. rufus É. Geoffroy, 1805"
19,DIDELPHIMORPHIA,Monodelphis,americana,Monodelphis americana,"M. americana (Müller, 1776)"
20,DIDELPHIMORPHIA,Monodelphis,brevicaudata,Monodelphis brevicaudata,"M. brevicaudata (Erxleben, 1777)"
21,DIDELPHIMORPHIA,Monodelphis,dimidiata,Monodelphis dimidiata,"M. dimidiata (Wagner, 1847)"
22,DIDELPHIMORPHIA,Monodelphis,domestica,Monodelphis domestica,"M. domestica (Wagner, 1842)"
23,DIDELPHIMORPHIA,Monodelphis,emiliae,Monodelphis emiliae,"M. emiliae (Thomas, 1912)"
24,DIDELPHIMORPHIA,Monodelphis,glirina,Monodelphis glirina,"M. glirina (Wagner, 1842)"
25,DIDELPHIMORPHIA,Monodelphis,iheringi,Monodelphis iheringi,"M. iheringi (Thomas, 1888)"
26,DIDELPHIMORPHIA,Monodelphis,kunsi,Monodelphis kunsi,"M. kunsi Pine, 1975"
27,DIDELPHIMORPHIA,Monodelphis,maraxina,Monodelphis maraxina,"M. maraxina Thomas, 1923"
28,DIDELPHIMORPHIA,Monodelphis,rubida,Monodelphis rubida,"M. rubida (Thomas, 1899) 3"
29,DIDELPHIMORPHIA,Monodelphis,scalops,Monodelphis scalops,"M. scalops (Thomas, 1888)"
30,DIDELPHIMORPHIA,Monodelphis,sorex,Monodelphis sorex,"M. sorex (Hensel, 1872)"
31,DIDELPHIMORPHIA,Monodelphis,theresa,Monodelphis theresa,"M. theresa Thomas, 1921"
32,DIDELPHIMORPHIA,Monodelphis,umbristriata,Monodelphis umbristriata,"M. umbristriata (Miranda-Ribeiro, 1936) 4"
33,DIDELPHIMORPHIA,Monodelphis,unistriata,Monodelphis unistriata,"M. unistriata (Wagner, 1842) 5"
259,CARNIVORA,Mustela,africana,Mustela africana,"M. africana Desmarest, 1818"
629,RODENTIA,Myocastor,coypus,Myocastor coypus,"M. coypus (Molina, 1782) 23"
607,RODENTIA,Myoprocta,acouchy,Myoprocta acouchy,"M. acouchy (Erxleben, 1777)"
608,RODENTIA,Myoprocta,pratti,Myoprocta pratti,"M. pratti Pocock, 1913"
438,CHIROPTERA,Myotis,albescens,Myotis albescens,"M. albescens (É. Geoffroy, 1806)"
439,CHIROPTERA,Myotis,dinellii,Myotis dinellii,"M. dinellii Thomas, 1902 20"
440,CHIROPTERA,Myotis,izecksohni,Myotis izecksohni,"M. izecksohni Moratelli, Peracchi, Dias & Oliveira, 2011"
441,CHIROPTERA,Myotis,lavali,Myotis lavali,"M. lavali Moratelli, Peracchi, Dias & Oliveira, 2011"
442,CHIROPTERA,Myotis,levis,Myotis levis,"M. levis (I. Geoffroy, 1824)"
443,CHIROPTERA,Myotis,nigricans,Myotis nigricans,"M. nigricans (Schinz, 1821)"
444,CHIROPTERA,Myotis,riparius,Myotis riparius,"M. riparius Handley, 1960"
445,CHIROPTERA,Myotis,ruber,Myotis ruber,"M. ruber (É. Geoffroy, 1806) 21"
446,CHIROPTERA,Myotis,simus,Myotis simus,"M. simus Thomas, 1901"
47,PILOSA,Myrmecophaga,tridactyla,Myrmecophaga tridactyla,"M. tridactyla Linnaeus, 1758"
272,CARNIVORA,Nasua,nasua,Nasua nasua,"N. nasua (Linnaeus, 1766)"
324,CHIROPTERA,Natalus,espiritosantensis,Natalus espiritosantensis,"N. espiritosantensis Ruschi, 1951"
518,RODENTIA,Neacomys,dubosti,Neacomys dubosti,"N. dubosti Voss, Lunde & Simmons, 2001"
519,RODENTIA,Neacomys,guianae,Neacomys guianae,"N. guianae Thomas, 1905 7"
520,RODENTIA,Neacomys,minutus,Neacomys minutus,"N. minutus Patton, da Silva & Malcolm, 2000"
521,RODENTIA,Neacomys,musseri,Neacomys musseri,"N. musseri Patton, da Silva & Malcolm, 2000"
522,RODENTIA,Neacomys,paracou,Neacomys paracou,"N. paracou Voss, Lunde & Simmons, 2001"
523,RODENTIA,Neacomys,spinosus,Neacomys spinosus,"N. spinosus (Thomas, 1882)"
524,RODENTIA,Necromys,lasiurus,Necromys lasiurus,"N. lasiurus (Lund, 1841)"
525,RODENTIA,Necromys,urichi,Necromys urichi,"N. urichi (J. A. Allen & Chapman, 1897)"
526,RODENTIA,Nectomys,apicalis,Nectomys apicalis,"N. apicalis Peters, 1861"
527,RODENTIA,Nectomys,rattus,Nectomys rattus,"N. rattus (Pelzeln, 1883)"
528,RODENTIA,Nectomys,squamipes,Nectomys squamipes,"N. squamipes (Brants, 1827)"
383,CHIROPTERA,Neonycteris,pusilla,Neonycteris pusilla,"N. pusilla (Sanborn, 1949)"
313,CHIROPTERA,Neoplatymops,mattogrossensis,Neoplatymops mattogrossensis,"N. mattogrossensis Vieira, 1942"
529,RODENTIA,Neusticomys,ferreirai,Neusticomys ferreirai,"N. ferreirai Percequillo, Carmignotto & Silva, 2005"
530,RODENTIA,Neusticomys,oyapocki,Neusticomys oyapocki,"N. oyapocki (Dubost & Petter, 1978)"
325,CHIROPTERA,Noctilio,albiventris,Noctilio albiventris,"N. albiventris Desmarest, 1818"
326,CHIROPTERA,Noctilio,leporinus,Noctilio leporinus,"N. leporinus (Linnaeus, 1758)"
531,RODENTIA,Noronhomys,vespuccii,Noronhomys vespuccii,"N. vespuccii Carleton & Olson, 1999 8"
314,CHIROPTERA,Nyctinomops,aurispinosus,Nyctinomops aurispinosus,"N. aurispinosus (Peale, 1848)"
315,CHIROPTERA,Nyctinomops,laticaudatus,Nyctinomops laticaudatus,"N. laticaudatus (É. Geoffroy, 1805)"
316,CHIROPTERA,Nyctinomops,macrotis,Nyctinomops macrotis,"N. macrotis (Gray, 1839)"
68,ARTIODACTYLA,Odocoileus,virginianus,Odocoileus virginianus,"O. virginianus (Zimmermann, 1780)"
69,ARTIODACTYLA,Odocoileus,virginianus,Odocoileus virginianus,"O. virginianus (Zimmermann, 1780)"
532,RODENTIA,Oecomys,auyantepui,Oecomys auyantepui,"O. auyantepui Tate, 1939"
533,RODENTIA,Oecomys,bicolor,Oecomys bicolor,"O. bicolor (Tomes, 1860)"
534,RODENTIA,Oecomys,catherinae,Oecomys catherinae,"O. catherinae Thomas, 1909"
535,RODENTIA,Oecomys,cleberi,Oecomys cleberi,"O. cleberi Locks, 1981"
536,RODENTIA,Oecomys,concolor,Oecomys concolor,"O. concolor (Wagner, 1845)"
537,RODENTIA,Oecomys,mamorae,Oecomys mamorae,"O. mamorae (Thomas, 1906)"
538,RODENTIA,Oecomys,paricola,Oecomys paricola,"O. paricola (Thomas, 1904)"
539,RODENTIA,Oecomys,rex,Oecomys rex,"O. rex Thomas, 1910"
540,RODENTIA,Oecomys,roberti,Oecomys roberti,"O. roberti (Thomas, 1904)"
541,RODENTIA,Oecomys,rutilus,Oecomys rutilus,"O. rutilus Anthony, 1921"
542,RODENTIA,Oecomys,superans,Oecomys superans,"O. superans Thomas, 1911"
